# 		ID		CurrentAges[Yr]		X[pc]		Y[pc]		Z[pc]		mass[Msun]		t_sim[Myr]
1.873000000000000000e+03 1.653100000000000591e+01 2.283265930026212587e+01 -1.294835358919698720e+01 6.052970270176409429e+00 9.002643943908196889e+00 4.254366379654128423e+02
2.971000000000000000e+03 1.567200000000002547e+01 2.041226253208147412e+01 -2.554066350429467391e+01 5.789551400432793038e+00 1.000293771545354460e+01 0.000000000000000000e+00
2.972000000000000000e+03 1.567200000000002547e+01 2.041226253208147412e+01 -2.554066350429467391e+01 5.789551400432793038e+00 1.000293771545354460e+01 0.000000000000000000e+00
1.920000000000000000e+03 1.653100000000000591e+01 2.239244331562789014e+01 -2.605953114887127597e+01 7.374292173388269589e+00 1.000293771545355170e+01 0.000000000000000000e+00
1.921000000000000000e+03 1.653100000000000591e+01 2.239244331562789014e+01 -2.605953114887127597e+01 7.374292173388269589e+00 1.000293771545355170e+01 0.000000000000000000e+00
1.127000000000000000e+03 1.691100000000000136e+01 2.015949046220739405e+01 -1.882974308592743284e+01 4.643772269633178240e+00 1.000293771545355170e+01 0.000000000000000000e+00
1.276000000000000000e+03 1.691100000000000136e+01 2.895810685681729524e+01 -2.213170392901986716e+01 1.923113196479301124e+01 9.002643943908196889e+00 0.000000000000000000e+00
2.837000000000000000e+03 1.567200000000002547e+01 1.971979882699645970e+01 -2.381845372143627415e+01 1.297250827502456616e+01 1.000293771545354460e+01 0.000000000000000000e+00
1.264000000000000000e+03 1.691100000000000136e+01 2.467475312335075444e+01 -2.256091029675111415e+01 1.452894145216570010e+01 9.002643943908196889e+00 0.000000000000000000e+00
2.060000000000000000e+03 1.653100000000000591e+01 2.575270002990449925e+01 -2.330253383062072459e+01 1.699077874548413192e+01 1.000293771545355170e+01 0.000000000000000000e+00
3.692000000000000000e+03 1.508100000000001728e+01 2.565642510246362917e+01 -2.281353155761752660e+01 1.701956714673615778e+01 1.000293771545354637e+01 0.000000000000000000e+00
3.693000000000000000e+03 1.508100000000001728e+01 2.565642510246362917e+01 -2.281353155761752660e+01 1.701956714673615778e+01 1.000293771545354637e+01 0.000000000000000000e+00
1.000000000000000000e+02 8.587500000000000000e+01 3.639088262252619899e+01 -1.507451235905095821e+01 -6.001723782002621910e+00 9.002643943908193336e+00 0.000000000000000000e+00
1.005000000000000000e+03 1.719800000000003593e+01 4.140418162429738658e+01 -2.259499699927746974e+01 -9.174152809237869910e-01 1.000293771545354815e+01 0.000000000000000000e+00
1.015000000000000000e+03 1.719800000000003593e+01 4.160112706520557424e+01 -2.249213372281603895e+01 -3.150127887174400398e-01 9.002643943908193336e+00 0.000000000000000000e+00
9.590000000000000000e+02 1.719800000000003593e+01 3.901639354309773466e+01 -2.194115948248539283e+01 -5.538729449617710188e+00 9.002643943908193336e+00 0.000000000000000000e+00
1.173000000000000000e+03 1.691100000000000136e+01 1.945210811132454154e+01 -1.284306301289127106e+01 1.420022200039524662e+01 1.000293771545355170e+01 0.000000000000000000e+00
1.174000000000000000e+03 1.691100000000000136e+01 1.945210811132454154e+01 -1.284306301289127106e+01 1.420022200039524662e+01 9.002643943908196889e+00 0.000000000000000000e+00
1.818000000000000000e+03 1.653100000000000591e+01 2.079329256230577982e+01 -1.340642830446488531e+01 1.359676514039679418e+01 1.000293771545355170e+01 0.000000000000000000e+00
1.080000000000000000e+03 1.691100000000000136e+01 1.950319022223565568e+01 -1.198228507756566863e+01 1.386096467891982442e+01 9.002643943908196889e+00 0.000000000000000000e+00
1.081000000000000000e+03 1.691100000000000136e+01 1.950319022223565568e+01 -1.198228507756566863e+01 1.386096467891982442e+01 9.002643943908196889e+00 0.000000000000000000e+00
1.073000000000000000e+03 1.691100000000000136e+01 2.184558715000507689e+01 -1.688410859577367873e+01 1.443985454548932523e+01 9.002643943908196889e+00 0.000000000000000000e+00
