# 		ID		CurrentAges[Yr]		X[pc]		Y[pc]		Z[pc]		mass[Msun]		t_sim[Myr]
3.472000000000000000e+03 2.673300000000000409e+01 1.883799356896644994e+01 4.742909804922975781e+01 9.345134346558542360e-01 9.002643943908221758e+00 4.367132334803263234e+02
3.409000000000000000e+03 2.673300000000000409e+01 1.596399697054208211e+01 4.860768144183997919e+01 1.631246201059392831e-01 9.002643943908221758e+00 0.000000000000000000e+00
3.585000000000000000e+03 2.673300000000000409e+01 1.880976503089097918e+01 4.779513505111696503e+01 -1.582333461467831104e-01 1.000293771545358013e+01 0.000000000000000000e+00
1.310000000000000000e+02 9.715100000000001046e+01 9.754582726137545734e+00 6.362386995910372178e+01 -8.131543045075366294e+00 9.002643943908218205e+00 0.000000000000000000e+00
1.370000000000000000e+02 9.715100000000001046e+01 8.442627626330200030e+00 5.234462342296814086e+01 3.169317983970689756e+00 9.002643943908218205e+00 0.000000000000000000e+00
1.380000000000000000e+02 9.715100000000001046e+01 8.442627626330200030e+00 5.234462342296814086e+01 3.169317983970689756e+00 9.002643943908218205e+00 0.000000000000000000e+00
7.000000000000000000e+01 9.715100000000001046e+01 6.969457201409333003e+00 4.564804031139487961e+01 6.884680829285772852e+00 9.002643943908218205e+00 0.000000000000000000e+00
1.130000000000000000e+02 9.715100000000001046e+01 8.674382055381375523e+00 6.422206313556449686e+01 6.114995728285603782e+00 9.002643943908218205e+00 0.000000000000000000e+00
1.590000000000000000e+02 9.715100000000001046e+01 1.061624885875846402e+01 4.559083318901072346e+01 -7.582259492014697955e+00 9.002643943908218205e+00 0.000000000000000000e+00
1.600000000000000000e+02 9.715100000000001046e+01 1.061624885875846402e+01 4.559083318901072346e+01 -7.582259492014697955e+00 9.002643943908218205e+00 0.000000000000000000e+00
3.559000000000000000e+03 2.673300000000000409e+01 1.079396200520972116e+01 3.761843198631122931e+01 -6.058372244980126275e+00 9.002643943908221758e+00 0.000000000000000000e+00
1.570000000000000000e+02 9.715100000000001046e+01 5.367297287781446435e+00 4.184617946753952111e+01 -1.258940356471399724e+01 9.002643943908218205e+00 0.000000000000000000e+00
1.276000000000000000e+03 2.818700000000001182e+01 -6.077560984398116517e+01 5.539598654198520933e+01 -2.044039007894189197e+01 9.002643943908221758e+00 0.000000000000000000e+00
3.451000000000000000e+03 2.673300000000000409e+01 1.394996546082976252e+01 4.296687983756384455e+01 -1.105052410017633946e+01 9.002643943908221758e+00 0.000000000000000000e+00
3.452000000000000000e+03 2.673300000000000409e+01 1.394996546082976252e+01 4.296687983756384455e+01 -1.105052410017633946e+01 9.002643943908221758e+00 0.000000000000000000e+00
3.414000000000000000e+03 2.673300000000000409e+01 8.778715425614951329e+00 4.871827826878998025e+01 -1.202804687321226673e+01 1.000293771545358013e+01 0.000000000000000000e+00
3.406000000000000000e+03 2.673300000000000409e+01 6.378111079102422920e+00 4.003669191786968895e+01 -1.231163221861338286e+01 1.000293771545358013e+01 0.000000000000000000e+00
3.407000000000000000e+03 2.673300000000000409e+01 6.378111079102422920e+00 4.003669191786968895e+01 -1.231163221861338286e+01 9.002643943908221758e+00 0.000000000000000000e+00
3.415000000000000000e+03 2.673300000000000409e+01 8.778715425614951329e+00 4.871827826878998025e+01 -1.202804687321226673e+01 9.002643943908221758e+00 0.000000000000000000e+00
2.555000000000000000e+03 2.695400000000000773e+01 9.320964961546584604e+00 4.066607358637531888e+01 -1.358940855090885158e+01 9.002643943908221758e+00 0.000000000000000000e+00
3.481000000000000000e+03 2.673300000000000409e+01 1.833717688497998211e+01 4.572650885195957926e+01 -5.276854069152706828e+00 9.002643943908221758e+00 0.000000000000000000e+00
1.110000000000000000e+02 9.715100000000001046e+01 5.820630236366981514e+00 4.804917872388998745e+01 4.979239603811463688e+00 9.002643943908218205e+00 0.000000000000000000e+00
1.100000000000000000e+02 9.715100000000001046e+01 5.820630236366981514e+00 4.804917872388998745e+01 4.979239603811463688e+00 9.002643943908218205e+00 0.000000000000000000e+00
