# 		ID		CurrentAges[Yr]		X[pc]		Y[pc]		Z[pc]		mass[Msun]		t_sim[Myr]
2.112000000000000000e+03 3.755700000000001637e+01 -1.649382612694090966e+01 -5.200334350675060335e+01 5.902404041047226713e-01 9.002643943908202218e+00 4.472928546186867607e+02
2.395000000000000000e+03 3.753399999999999181e+01 -1.855438379146348282e+01 -4.911899290392153716e+01 1.847016077661673694e-01 1.000293771545355703e+01 0.000000000000000000e+00
2.396000000000000000e+03 3.753399999999999181e+01 -1.855438379146348282e+01 -4.911899290392153716e+01 1.847016077661673694e-01 9.002643943908202218e+00 0.000000000000000000e+00
2.484000000000000000e+03 3.753399999999999181e+01 3.507800212507531157e+00 -4.850297903717849124e+01 5.496647214159086303e+00 9.002643943908202218e+00 0.000000000000000000e+00
3.500000000000000000e+01 1.077309999999999945e+02 1.204724223744652178e+01 -4.671148002131075572e+01 1.706130946748752208e+01 9.002643943908198665e+00 0.000000000000000000e+00
3.409000000000000000e+03 3.731299999999998818e+01 -1.671417772003732338e+01 -4.291159813783421129e+01 3.990110347155125581e+00 9.002643943908202218e+00 0.000000000000000000e+00
2.541000000000000000e+03 3.753399999999999181e+01 1.294839502155261002e+01 -4.373332684946912963e+01 -4.258177872076308823e+00 9.002643943908202218e+00 0.000000000000000000e+00
2.397000000000000000e+03 3.753399999999999181e+01 -2.156264365747002643e+01 -4.283886348633395613e+01 -1.827541504248452409e+00 9.002643943908202218e+00 0.000000000000000000e+00
2.398000000000000000e+03 3.753399999999999181e+01 -2.156264365747002643e+01 -4.283886348633395613e+01 -1.827541504248452409e+00 9.002643943908202218e+00 0.000000000000000000e+00
6.700000000000000000e+01 1.077309999999999945e+02 -1.534277698469712403e+00 -4.416735383783708357e+01 6.388814005497976289e+00 9.002643943908198665e+00 0.000000000000000000e+00
2.515000000000000000e+03 3.753399999999999181e+01 -1.998517907028958263e+01 -4.314067953497355745e+01 1.984603948956106256e+00 9.002643943908202218e+00 0.000000000000000000e+00
2.738000000000000000e+03 3.752800000000002001e+01 1.153588537281352622e+01 -4.465293708017313890e+01 -9.091476602693356668e+00 9.002643943908195112e+00 0.000000000000000000e+00
3.272000000000000000e+03 3.742900000000003047e+01 1.214572090707725316e+01 -4.322007129188698116e+01 -9.290370881907755063e+00 9.002643943908198665e+00 0.000000000000000000e+00
4.100000000000000000e+02 7.212200000000001410e+01 6.895443437796119213e+01 -8.930917162333663839e+01 -9.367625475513598587e+00 9.002643943908195112e+00 0.000000000000000000e+00
6.030000000000000000e+02 7.212200000000001410e+01 6.734830057089691024e+01 -8.498331296270768576e+01 -1.724692589642986462e+01 9.002643943908195112e+00 0.000000000000000000e+00
6.010000000000000000e+02 7.212200000000001410e+01 6.737316013127268377e+01 -8.908708118267867349e+01 -1.423893819856698784e+01 9.002643943908195112e+00 0.000000000000000000e+00
4.000000000000000000e+02 7.212200000000001410e+01 7.437689208178349531e+01 -8.676293610086726460e+01 2.092731272041833890e+01 9.002643943908195112e+00 0.000000000000000000e+00
3.940000000000000000e+02 7.212200000000001410e+01 6.830822377567341164e+01 -1.509214598174067419e+02 -1.194691695372952722e+01 9.002643943908195112e+00 0.000000000000000000e+00
5.280000000000000000e+02 7.212200000000001410e+01 7.385389108216551790e+01 -1.557761453881733757e+02 -1.235333267488164921e+01 9.002643943908195112e+00 0.000000000000000000e+00
5.970000000000000000e+02 7.212200000000001410e+01 7.271554313250469193e+01 -9.856685486578793132e+01 -5.196971715085726196e+00 9.002643943908195112e+00 0.000000000000000000e+00
5.980000000000000000e+02 7.212200000000001410e+01 7.271554313250469193e+01 -9.856685486578793132e+01 -5.196971715085726196e+00 9.002643943908195112e+00 0.000000000000000000e+00
